part,company,country,city,price,date
51060-032,Buzzbean,Germany,Düsseldorf,529.21€,2017-08-26 13:13:16
51138-049,Teklist,Netherlands,Arnhem,1120.83€,2017-08-26 13:39:10
10237-832,Zooxo,United Kingdom,London,£610.39,2017-08-26 15:31:58
55856-0003,Thoughtmix,Portugal,Amadora	,657.83€,2017-08-26 16:15:18
35356-325,Twitterbeat,France,Annecy,840.3€,2017-08-26 16:16:41
52380-1102,Brainsphere,Portugal,Braga,640.44€,2017-08-26 19:16:52
59779-028,Ntags,Portugal,Lisbon,759.75€,2017-08-26 19:51:10
51079-947,Shufflebeat,Portugal,Porto,629.91€,2017-08-26 20:42:28
51346-145,Buzzbean,Germany,Düsseldorf,986.48€,2017-08-26 21:04:40
60505-2867,Chatterbridge,Spain,Barcelona,160.38€,2017-08-26 21:13:03
49348-574,Roodel,Portugal,Aranhas,318.17€,2017-08-26 21:42:20
49035-530,Thoughtmix,Portugal,Amadora	,775.64€,2017-08-26 22:37:17
49967-724,Buzzbean,Germany,Düsseldorf,525.25€,2017-08-26 23:09:20
51346-126,Teklist,Netherlands,Arnhem,127.97€,2017-08-27 00:16:16
10578-049,Thoughtmix,Portugal,Amadora	,1308.07€,2017-08-27 00:33:30
49348-574,Twitterbeat,France,Annecy,239.63€,2017-08-27 03:00:33
54868-6311,Twitterbeat,France,Annecy,476.54€,2017-08-27 03:24:25
0228-2167,Twitterbeat,France,Annecy,1067.7€,2017-08-27 03:59:13
37205-951,Zooxo,United Kingdom,London,£196.34,2017-08-27 06:01:38
54973-9150,Twitterbeat,France,Annecy,982.27€,2017-08-27 07:00:10
58118-5060,Ntags,Portugal,Lisbon,261.98€,2017-08-27 07:29:46
76454-100,Twitterbeat,France,Annecy,88.78€,2017-08-27 07:38:41
52125-444,Twitterbeat,France,Annecy,277.94€,2017-08-27 07:52:32
10267-2529,Shufflebeat,Portugal,Porto,452.91€,2017-08-27 08:38:58
49738-105,Buzzbean,Germany,Düsseldorf,425.5€,2017-08-27 09:44:06
65044-3014,Thoughtmix,Portugal,Amadora	,682.16€,2017-08-27 12:17:09
0185-0373,Thoughtmix,Portugal,Amadora	,966.04€,2017-08-27 12:21:04
62011-0219,Wordify,United States,New York,$908.99,2017-08-27 13:58:04
68084-595,Wordify,United States,New York,$253.31,2017-08-27 14:08:51
21695-267,Ntags,Portugal,Lisbon,601.04€,2017-08-27 14:58:51
13537-259,Zooxo,United Kingdom,London,£597.35,2017-08-27 16:18:53
0268-1604,Ntags,Portugal,Lisbon,151.28€,2017-08-27 16:59:53
0185-0373,Wordify,United States,New York,$1088.99,2017-08-27 19:41:32
13537-259,Eimbee,France,Amiens,778.75€,2017-08-27 20:04:00
41163-428,Chatterbridge,Spain,Barcelona,115.68€,2017-08-27 20:33:52
51523-002,Ntags,Portugal,Lisbon,1299.97€,2017-08-28 00:47:01
44946-1046,Thoughtmix,Portugal,Amadora	,418.26€,2017-08-28 01:14:08
24385-268,Zooxo,United Kingdom,London,£130.03,2017-08-28 03:22:45
36800-952,Twitterbeat,France,Annecy,331.45€,2017-08-28 03:37:41
51346-145,Chatterbridge,Spain,Barcelona,919.75€,2017-08-28 04:16:02
52380-1102,Wordify,United States,New York,$452.18,2017-08-28 04:29:52
68084-172,Ntags,Portugal,Lisbon,539.42€,2017-08-28 05:59:05
61398-0828,Ntags,Portugal,Lisbon,381.57€,2017-08-28 06:02:49
68084-172,Avaveo,France,Nice,264.97€,2017-08-28 06:44:17
54868-0823,Twitterbeat,France,Annecy,207.58€,2017-08-28 09:58:02
54868-6311,Roodel,Portugal,Aranhas,427.59€,2017-08-28 12:47:36
58668-4281,Zooxo,United Kingdom,London,£209.63,2017-08-28 13:15:29
65044-3014,Flipstorm,France,Nanterre,886.28€,2017-08-28 14:54:38
37205-992,Shufflebeat,Portugal,Porto,324.0€,2017-08-28 14:58:23
24385-268,Roodel,Portugal,Aranhas,184.89€,2017-08-28 15:17:01
62011-0219,Zooxo,United Kingdom,London,£790.28,2017-08-28 18:37:11
68462-565,Thoughtmix,Portugal,Amadora	,1327.94€,2017-08-28 18:44:17
51079-947,Yozio,Greece,Patras,602.62€,2017-08-28 18:44:49
0228-2167,Thoughtmix,Portugal,Amadora	,1169.52€,2017-08-28 19:50:12
50458-560,Shufflebeat,Portugal,Porto,145.23€,2017-08-28 20:13:34
62742-4030,Twitterbeat,France,Annecy,531.51€,2017-08-28 20:20:35
55856-0003,Roodel,Portugal,Aranhas,563.44€,2017-08-28 21:12:00
62011-0219,Twitterbeat,France,Annecy,757.79€,2017-08-28 21:24:42
16729-167,Thoughtmix,Portugal,Amadora	,238.12€,2017-08-28 23:08:25
63629-2733,Ntags,Portugal,Lisbon,228.69€,2017-08-29 01:43:29
49349-106,Lajo,Greece,Thessaloniki,954.9€,2017-08-29 02:36:26
0603-6134,Thoughtmix,Portugal,Amadora	,795.71€,2017-08-29 05:00:50
16714-295,Zoonder,United States,Boston,$662.41,2017-08-29 05:36:29
62011-0219,Thoughtmix,Portugal,Amadora	,762.18€,2017-08-29 07:25:01
21695-931,Chatterbridge,Spain,Barcelona,732.08€,2017-08-29 12:29:31
60505-2867,Zooxo,United Kingdom,London,£203.54,2017-08-29 13:03:00
49738-105,Chatterbridge,Spain,Barcelona,405.97€,2017-08-29 13:10:48
61398-0828,Ntags,Portugal,Lisbon,250.73€,2017-08-29 13:32:15
76454-100,Twitterbeat,France,Annecy,134.74€,2017-08-29 16:30:54
55154-5057,Brainsphere,Portugal,Braga,609.23€,2017-08-29 17:48:28
54868-5165,Thoughtmix,Portugal,Amadora	,1443.2€,2017-08-29 20:14:31
49035-530,Twitterbeat,France,Annecy,930.0€,2017-08-29 20:33:56
43419-018,Yozio,Greece,Patras,257.51€,2017-08-29 21:38:00
13537-259,Roodel,Portugal,Aranhas,887.64€,2017-08-29 21:46:28
44946-1046,Wordify,United States,New York,$462.26,2017-08-29 21:47:01
65044-3014,Avaveo,France,Nice,878.0€,2017-08-30 00:04:20
68752-024,Ntags,Portugal,Lisbon,881.18€,2017-08-30 04:33:27
10237-832,Twitterbeat,France,Annecy,775.87€,2017-08-30 04:46:22
58118-5060,Brainsphere,Portugal,Braga,199.59€,2017-08-30 05:11:00
21695-267,Twitterbeat,France,Annecy,397.87€,2017-08-30 05:18:59
62756-707,Zooxo,United Kingdom,London,£295.23,2017-08-30 08:54:04
16714-295,Wordify,United States,New York,$459.58,2017-08-30 11:41:19
59779-028,Twitterbeat,France,Annecy,803.07€,2017-08-30 11:52:45
62011-0219,Twitterbeat,France,Annecy,788.8€,2017-08-30 13:26:59
76117-001,Buzzbean,Germany,Düsseldorf,877.82€,2017-08-30 16:57:33
16714-295,Wordify,United States,New York,$585.99,2017-08-30 17:53:49
0603-6134,Twitterbeat,France,Annecy,860.31€,2017-08-30 18:05:18
37205-992,Twitterbeat,France,Annecy,666.05€,2017-08-30 18:06:50
0228-2167,Chatterbridge,Spain,Barcelona,788.47€,2017-08-30 18:41:20
48951-4042,Yozio,Greece,Patras,231.14€,2017-08-30 20:49:27
58118-5060,Ntags,Portugal,Lisbon,223.41€,2017-08-30 20:50:58
62670-4404,Wordify,United States,New York,$360.93,2017-08-30 21:12:32
17156-617,Realpoint,Portugal,Lisbon,1121.68€,2017-08-30 23:25:02
16714-295,Avaveo,France,Nice,852.0€,2017-08-30 23:44:57
49348-574,Twitterbeat,France,Annecy,295.13€,2017-08-31 00:26:44
36987-1697,Buzzbean,Germany,Düsseldorf,461.7€,2017-08-31 02:44:28
16477-306,Brainsphere,Portugal,Braga,1146.43€,2017-08-31 02:47:55
54092-515,Chatterbridge,Spain,Barcelona,770.57€,2017-08-31 05:02:34
51079-947,Rhycero,France,Arcueil,594.77€,2017-08-31 05:44:08
68084-595,Thoughtmix,Portugal,Amadora	,268.89€,2017-08-31 08:20:04
52125-444,Chatterbridge,Spain,Barcelona,286.35€,2017-08-31 10:51:17
21695-267,Thoughtmix,Portugal,Amadora	,331.02€,2017-08-31 10:55:09
54868-6311,Brainsphere,Portugal,Braga,583.61€,2017-08-31 11:35:41
52343-025,Wordify,United States,New York,$1184.38,2017-08-31 14:52:35
51346-145,Zooxo,United Kingdom,London,£775.4,2017-08-31 15:02:51
0228-2167,Shufflebeat,Portugal,Porto,937.32€,2017-08-31 17:11:49
52343-025,Zooxo,United Kingdom,London,£736.44,2017-08-31 18:30:26
54473-578,Thoughtmix,Portugal,Amadora	,216.89€,2017-08-31 18:30:41
49349-842,Thoughtmix,Portugal,Amadora	,397.83€,2017-08-31 19:55:44
51138-049,Chatterbridge,Spain,Barcelona,865.33€,2017-08-31 20:08:09
17156-617,Ntags,Portugal,Lisbon,903.02€,2017-08-31 22:21:47
61398-0828,Wordify,United States,New York,$597.63,2017-09-01 00:15:48
54092-515,Roodel,Portugal,Aranhas,780.36€,2017-09-01 00:53:14
51523-002,Eimbee,France,Amiens,658.67€,2017-09-01 02:15:47
44946-1046,Chatterbridge,Spain,Barcelona,408.16€,2017-09-01 04:18:13
50458-560,Shufflebeat,Portugal,Porto,1216.42€,2017-09-01 05:26:51
76314-002,Shufflebeat,Portugal,Porto,460.95€,2017-09-01 12:49:55
62756-707,Ntags,Portugal,Lisbon,381.74€,2017-09-01 12:50:20
59779-028,Buzzbean,Germany,Düsseldorf,594.72€,2017-09-01 12:58:19
37205-951,Eimbee,France,Amiens,238.37€,2017-09-01 13:12:58
16729-167,Shufflebeat,Portugal,Porto,314.44€,2017-09-01 13:47:42
0603-6134,Voomm,France,Paris,726.29€,2017-09-01 14:22:34
13537-468,Eimbee,France,Amiens,752.13€,2017-09-01 14:30:20
59779-028,Ntags,Portugal,Lisbon,729.88€,2017-09-01 15:35:52
52343-025,Teklist,Netherlands,Arnhem,789.65€,2017-09-01 16:41:34
67046-030,Buzzbean,Germany,Düsseldorf,186.93€,2017-09-01 20:03:26
36987-1697,Ntags,Portugal,Lisbon,944.82€,2017-09-01 20:37:21
0185-0373,Zooxo,United Kingdom,London,£825.22,2017-09-01 22:15:53
17156-617,Twitterbeat,France,Annecy,1132.41€,2017-09-01 23:31:28
54868-6311,Ntags,Portugal,Lisbon,778.29€,2017-09-02 01:28:12
54868-0823,Zooxo,United Kingdom,London,£122.7,2017-09-02 04:04:37
42254-213,Eimbee,France,Amiens,207.63€,2017-09-02 04:34:33
16729-167,Buzzbean,Germany,Düsseldorf,151.83€,2017-09-02 06:03:10
17156-617,Twitterbeat,France,Annecy,1061.34€,2017-09-02 08:27:18
76314-002,Zooxo,United Kingdom,London,£410.09,2017-09-02 08:57:22
37205-951,Chatterbridge,Spain,Barcelona,337.9€,2017-09-02 09:31:21
65044-3014,Chatterbridge,Spain,Barcelona,742.97€,2017-09-02 10:40:52
0228-2167,Yozio,Greece,Patras,377.32€,2017-09-02 10:49:16
68233-011,Teklist,Netherlands,Arnhem,632.19€,2017-09-02 11:28:38
49348-574,Brainsphere,Portugal,Braga,429.56€,2017-09-02 12:00:02
0603-6134,Teklist,Netherlands,Arnhem,730.92€,2017-09-02 12:58:37
42254-213,Wordify,United States,New York,$232.93,2017-09-02 13:08:39
24286-1562,Buzzbean,Germany,Düsseldorf,194.69€,2017-09-02 15:51:01
10267-2529,Thoughtmix,Portugal,Amadora	,341.61€,2017-09-02 19:00:58
55700-014,Rhycero,France,Arcueil,670.08€,2017-09-02 19:15:54
49349-471,Buzzbean,Germany,Düsseldorf,907.31€,2017-09-02 19:39:30
51346-145,Buzzbean,Germany,Düsseldorf,929.24€,2017-09-02 19:45:22
49348-574,Thoughtmix,Portugal,Amadora	,308.87€,2017-09-02 23:27:25
0268-1401,Chatterbridge,Spain,Barcelona,1164.12€,2017-09-03 00:00:14
36800-952,Thoughtmix,Portugal,Amadora	,234.34€,2017-09-03 00:10:13
51346-126,Ntags,Portugal,Lisbon,181.58€,2017-09-03 02:15:16
43419-018,Bubblemix,Japan,Asaka,¥12653.34,2017-09-03 05:30:52
68084-595,Gabcube,Portugal,Almada,212.98€,2017-09-03 06:14:54
52125-136,Twitterbeat,France,Annecy,701.94€,2017-09-03 12:32:28
0185-0373,Twitterbeat,France,Annecy,990.81€,2017-09-03 15:42:47
76335-006,Brainsphere,Portugal,Braga,362.05€,2017-09-03 16:11:20
54473-578,Brainsphere,Portugal,Braga,202.24€,2017-09-03 16:32:48
10578-049,Shufflebeat,Portugal,Porto,671.48€,2017-09-03 17:10:26
54868-6311,Zooxo,United Kingdom,London,£424.83,2017-09-03 17:47:09
0603-6134,Brainsphere,Portugal,Braga,752.85€,2017-09-03 19:50:17
0699-7041,Brainsphere,Portugal,Braga,871.95€,2017-09-03 19:55:26
65044-3014,Zooxo,United Kingdom,London,£816.98,2017-09-03 21:40:30
10237-832,Zoonder,United States,Boston,$829.05,2017-09-03 21:44:11
37205-951,Ntags,Portugal,Lisbon,178.61€,2017-09-03 22:53:20
76117-001,Brainsphere,Portugal,Braga,1287.55€,2017-09-04 06:17:48
62742-4030,Thoughtmix,Portugal,Amadora	,515.31€,2017-09-04 07:25:02
49520-501,Twitterbeat,France,Annecy,974.4€,2017-09-04 07:45:41
52959-433,Thoughtmix,Portugal,Amadora	,336.27€,2017-09-04 08:35:50
55700-014,Zooxo,United Kingdom,London,£589.24,2017-09-04 09:53:52
55289-164,Buzzbean,Germany,Düsseldorf,519.65€,2017-09-04 10:20:54
24286-1562,Chatterbridge,Spain,Barcelona,320.3€,2017-09-04 12:33:47
49288-0655,Shufflebeat,Portugal,Porto,288.26€,2017-09-04 12:36:40
50458-560,Thoughtmix,Portugal,Amadora	,805.43€,2017-09-04 13:34:53
17156-617,Thoughtmix,Portugal,Amadora	,1243.84€,2017-09-04 13:43:05
13537-468,Brainsphere,Portugal,Braga,496.25€,2017-09-04 14:33:43
49349-820,Twitterbeat,France,Annecy,781.81€,2017-09-04 15:06:01
60505-2867,Kanoodle,Japan,Niihama,¥30012.57,2017-09-04 17:51:05
24286-1562,Thoughtmix,Portugal,Amadora	,304.52€,2017-09-04 19:52:43
41163-428,Twitterbeat,France,Annecy,119.89€,2017-09-04 20:29:41
10237-832,Zooxo,United Kingdom,London,£387.51,2017-09-04 22:08:37
0615-7679,Gabcube,Portugal,Almada,336.85€,2017-09-05 00:04:51
17156-617,Bubblemix,Japan,Asaka,¥126879.44,2017-09-05 00:15:47
49520-501,Twitterbeat,France,Annecy,649.5€,2017-09-05 01:08:45
21695-267,Zooxo,United Kingdom,London,£461.44,2017-09-05 02:01:30
0268-1604,Thoughtmix,Portugal,Amadora	,131.27€,2017-09-05 06:27:20
37205-992,Gabcube,Portugal,Almada,139.11€,2017-09-05 07:13:19
0268-6107,Lajo,Greece,Thessaloniki,475.99€,2017-09-05 08:29:30
16590-177,Zooxo,United Kingdom,London,£185.55,2017-09-05 10:49:44
68233-011,Thoughtmix,Portugal,Amadora	,748.23€,2017-09-05 11:09:23
62011-0219,Thoughtmix,Portugal,Amadora	,816.33€,2017-09-05 14:50:37
52125-444,Thoughtmix,Portugal,Amadora	,282.81€,2017-09-05 15:13:58
52343-025,Twitterbeat,France,Annecy,768.67€,2017-09-05 19:12:47
49288-0655,Zooxo,United Kingdom,London,£127.89,2017-09-05 19:56:40
76314-002,Twitterbeat,France,Annecy,464.43€,2017-09-05 23:36:16
52959-433,Ntags,Portugal,Lisbon,337.69€,2017-09-05 23:50:27
0615-7679,Wordify,United States,New York,$335.09,2017-09-06 01:10:23
52125-444,Buzzbean,Germany,Düsseldorf,279.96€,2017-09-06 05:47:09
76454-100,Thoughtmix,Portugal,Amadora	,100.01€,2017-09-06 06:28:11
10578-049,Twitterbeat,France,Annecy,651.92€,2017-09-06 08:59:30
49999-737,Gabcube,Portugal,Almada,885.32€,2017-09-06 09:20:49
49349-471,Twitterbeat,France,Annecy,676.67€,2017-09-06 09:26:07
49999-737,Rhycero,France,Arcueil,832.81€,2017-09-06 10:39:36
0228-2167,Chatterbridge,Spain,Barcelona,986.34€,2017-09-06 11:39:37
68233-011,Twitterbeat,France,Annecy,616.58€,2017-09-06 13:04:01
10578-049,Twitterbeat,France,Annecy,455.63€,2017-09-06 15:19:53
0185-0373,Thoughtmix,Portugal,Amadora	,967.22€,2017-09-06 19:43:38
48951-4042,Twitterbeat,France,Annecy,231.07€,2017-09-06 20:39:44
76314-002,Teklist,Netherlands,Arnhem,432.58€,2017-09-06 22:30:12
37205-951,Teklist,Netherlands,Arnhem,186.77€,2017-09-07 00:22:17
68084-595,Shufflebeat,Portugal,Porto,310.94€,2017-09-07 05:11:15
49520-501,Zooxo,United Kingdom,London,£759.67,2017-09-07 06:15:01
58118-5060,Roodel,Portugal,Aranhas,239.32€,2017-09-07 10:21:29
76117-001,Zooxo,United Kingdom,London,£1038.33,2017-09-07 12:22:54
54868-5165,Shufflebeat,Portugal,Porto,-5.65€,2017-09-07 13:28:28
54868-0823,Zooxo,United Kingdom,London,£135.03,2017-09-07 19:08:18
67046-030,Twitterbeat,France,Annecy,156.88€,2017-09-07 22:43:18
24286-1562,Chatterbridge,Spain,Barcelona,226.45€,2017-09-07 23:43:46
68752-024,Ntags,Portugal,Lisbon,881.05€,2017-09-07 23:45:57
35356-325,Thoughtmix,Portugal,Amadora	,56.05€,2017-09-08 00:09:49
54123-957,Ntags,Portugal,Lisbon,135.26€,2017-09-08 00:14:25
51531-9500,Ntags,Portugal,Lisbon,915.69€,2017-09-08 01:27:34
0268-6107,Gevee,France,Champagnole,474.49€,2017-09-08 02:36:21
49349-106,Zoonder,United States,Boston,$1077.72,2017-09-08 03:11:32
76314-002,Brainsphere,Portugal,Braga,445.75€,2017-09-08 05:32:05
0268-1604,Ntags,Portugal,Lisbon,117.68€,2017-09-08 07:07:48
68084-172,Buzzbean,Germany,Düsseldorf,787.07€,2017-09-08 07:08:01
49738-105,Thoughtmix,Portugal,Amadora	,483.04€,2017-09-08 08:26:34
10267-2529,Eimbee,France,Amiens,332.04€,2017-09-08 10:14:28
62011-0219,Chatterbridge,Spain,Barcelona,938.31€,2017-09-08 11:14:38
68233-011,Thoughtmix,Portugal,Amadora	,576.29€,2017-09-08 11:19:10
63629-2733,Brainsphere,Portugal,Braga,262.63€,2017-09-08 12:08:30
54868-5165,Rhycero,France,Arcueil,1102.43€,2017-09-08 12:35:23
52343-025,Brainsphere,Portugal,Braga,767.95€,2017-09-08 12:54:34
60505-2867,Bubblemix,Japan,Asaka,¥25383.45,2017-09-08 15:01:12
41163-428,Shufflebeat,Portugal,Porto,135.14€,2017-09-08 15:03:43
49967-724,Buzzbean,Germany,Düsseldorf,595.18€,2017-09-08 15:38:09
49738-105,Thoughtmix,Portugal,Amadora	,402.12€,2017-09-08 15:45:14
49035-530,Thoughtmix,Portugal,Amadora	,1202.96€,2017-09-08 18:24:59
49738-105,Teklist,Netherlands,Arnhem,502.25€,2017-09-08 19:48:25
68233-011,Ntags,Portugal,Lisbon,484.87€,2017-09-08 20:52:46
42254-213,Wordify,United States,New York,$272.63,2017-09-08 21:04:28
54868-5165,Buzzbean,Germany,Düsseldorf,368.52€,2017-09-08 21:14:00
49288-0285,Buzzbean,Germany,Düsseldorf,478.78€,2017-09-08 21:45:17
51523-002,Chatterbridge,Spain,Barcelona,-521.7€,2017-09-09 04:05:49
44946-1046,Twitterbeat,France,Annecy,402.78€,2017-09-09 04:37:14
55856-0003,Gabcube,Portugal,Almada,260.09€,2017-09-09 05:09:49
50458-560,Eimbee,France,Amiens,968.52€,2017-09-09 05:46:46
70253-307,Thoughtmix,Portugal,Amadora	,920.09€,2017-09-09 08:49:51
37205-951,Thoughtmix,Portugal,Amadora	,192.86€,2017-09-09 09:16:54
49348-574,Buzzbean,Germany,Düsseldorf,299.75€,2017-09-09 10:01:09
55700-014,Brainsphere,Portugal,Braga,595.67€,2017-09-09 10:50:12
16590-177,Zooxo,United Kingdom,London,£339.57,2017-09-09 11:49:58
62670-4404,Brainsphere,Portugal,Braga,588.02€,2017-09-09 12:24:16
65044-3014,Ntags,Portugal,Lisbon,770.3€,2017-09-09 13:48:05
0268-6107,Wordify,United States,New York,$542.96,2017-09-09 14:40:45
0268-6107,Ntags,Portugal,Lisbon,495.99€,2017-09-09 15:41:59
55700-014,Lajo,Greece,Thessaloniki,675.01€,2017-09-09 17:48:33
51523-002,Lajo,Greece,Thessaloniki,625.29€,2017-09-09 23:18:47
16477-306,Roodel,Portugal,Aranhas,704.38€,2017-09-10 00:52:46
59779-601,Chatterbridge,Spain,Barcelona,34.2€,2017-09-10 01:28:53
0228-2167,Zooxo,United Kingdom,London,£1050.64,2017-09-10 02:18:00
16590-177,Wordify,United States,New York,$1414.13,2017-09-10 02:25:06
21695-931,Thoughtmix,Portugal,Amadora	,393.35€,2017-09-10 04:11:55
48951-4042,Roodel,Portugal,Aranhas,173.59€,2017-09-10 05:49:07
62670-4404,Thoughtmix,Portugal,Amadora	,682.99€,2017-09-10 05:52:22
62011-0219,Thoughtmix,Portugal,Amadora	,789.54€,2017-09-10 09:36:19
54973-9150,Thoughtmix,Portugal,Amadora	,951.3€,2017-09-10 11:05:55
54973-9150,Zooxo,United Kingdom,London,£799.12,2017-09-10 11:57:35
49520-501,Twitterbeat,France,Annecy,630.78€,2017-09-10 12:45:59
76335-006,Twitterbeat,France,Annecy,327.62€,2017-09-10 14:19:43
51346-145,Flipstorm,Greece,Athens,931.83€,2017-09-10 14:31:08
35356-325,Avaveo,France,Nice,638.74€,2017-09-10 14:33:25
10578-049,Brainsphere,Portugal,Braga,520.36€,2017-09-10 15:36:02
51346-145,Thoughtmix,Portugal,Amadora	,1026.8€,2017-09-10 17:01:39
62011-0219,Eimbee,France,Amiens,859.82€,2017-09-10 17:39:32
60505-2867,Roodel,Portugal,Aranhas,156.95€,2017-09-10 19:26:34
0603-6134,Buzzbean,Germany,Düsseldorf,821.27€,2017-09-10 19:37:55
49349-106,Twitterbeat,France,Annecy,1443.2€,2017-09-10 19:48:31
62756-707,Thoughtmix,Portugal,Amadora	,289.86€,2017-09-10 20:14:26
61398-0828,Twitterbeat,France,Annecy,324.74€,2017-09-10 20:21:23
49520-501,Ntags,Portugal,Lisbon,683.71€,2017-09-10 22:15:06
49288-0285,Twitterbeat,France,Annecy,1089.93€,2017-09-11 00:00:10
67544-356,Twitterbeat,France,Annecy,1003.62€,2017-09-11 04:15:05
0615-7679,Thoughtmix,Portugal,Amadora	,313.28€,2017-09-11 06:16:03
65044-3014,Thoughtmix,Portugal,Amadora	,823.32€,2017-09-11 06:23:51
76314-002,Riffpath,Greece,Heraklion,447.04€,2017-09-11 06:34:32
0268-1401,Twitterbeat,France,Annecy,1011.45€,2017-09-11 07:45:36
54868-0823,Buzzbean,Germany,Düsseldorf,148.25€,2017-09-11 08:13:32
50458-560,Yozio,Greece,Patras,735.59€,2017-09-11 11:15:00
21695-931,Roodel,Portugal,Aranhas,684.8€,2017-09-11 16:10:13
76335-006,Thoughtmix,Portugal,Amadora	,419.99€,2017-09-11 16:28:28
55289-164,Chatterbridge,Spain,Barcelona,256.06€,2017-09-11 17:03:16
0268-6107,Ntags,Portugal,Lisbon,487.43€,2017-09-11 17:42:36
76454-100,Zooxo,United Kingdom,London,£101.5,2017-09-11 19:30:13
49349-106,Twitterbeat,France,Annecy,947.04€,2017-09-11 20:21:36
62670-4404,Shufflebeat,Portugal,Porto,413.81€,2017-09-11 22:15:50
13537-259,Yozio,Greece,Patras,869.9€,2017-09-11 22:48:59
67544-356,Zooxo,United Kingdom,London,£566.4,2017-09-11 23:53:00
49967-724,Chatterbridge,Spain,Barcelona,456.79€,2017-09-12 03:25:27
0268-6107,Roodel,Portugal,Aranhas,482.62€,2017-09-12 04:12:21
49348-574,Twitterbeat,France,Annecy,311.5€,2017-09-12 06:26:34
58668-4281,Thoughtmix,Portugal,Amadora	,1010.58€,2017-09-12 06:28:29
58596-001,Shufflebeat,Portugal,Porto,499.99€,2017-09-12 07:06:38
70253-307,Zooxo,United Kingdom,London,£899.8,2017-09-12 07:12:58
0268-6107,Flipstorm,France,Nanterre,491.57€,2017-09-12 08:19:47
51531-9500,Yozio,Greece,Patras,1007.16€,2017-09-12 08:55:38
0603-6134,Zooxo,United Kingdom,London,£734.56,2017-09-12 11:46:03
17156-617,Shufflebeat,Portugal,Porto,813.76€,2017-09-12 12:13:44
49288-0655,Shufflebeat,Portugal,Porto,209.83€,2017-09-12 13:12:14
76454-100,Chatterbridge,Spain,Barcelona,163.33€,2017-09-12 13:14:07
54868-6311,Ntags,Portugal,Lisbon,304.34€,2017-09-12 13:58:05
13537-259,Twitterbeat,France,Annecy,673.3€,2017-09-12 14:15:21
51346-145,Zoonder,United States,Boston,$1041.78,2017-09-12 15:09:45
0268-1401,Gabcube,Portugal,Almada,859.01€,2017-09-12 15:20:57
0268-1401,Thoughtmix,Portugal,Amadora	,1148.09€,2017-09-12 19:33:52
54868-5165,Shufflebeat,Portugal,Porto,813.27€,2017-09-12 21:03:11
0268-1604,Ntags,Portugal,Lisbon,139.26€,2017-09-12 23:19:00
70253-307,Eimbee,France,Amiens,1006.36€,2017-09-13 00:05:37
54973-9150,Shufflebeat,Portugal,Porto,931.97€,2017-09-13 00:19:35
0268-6107,Shufflebeat,Portugal,Porto,463.74€,2017-09-13 01:31:39
70253-307,Lajo,Greece,Thessaloniki,995.48€,2017-09-13 01:43:46
17156-617,Brainsphere,Portugal,Braga,1149.24€,2017-09-13 01:47:07
55289-164,Buzzbean,Germany,Düsseldorf,371.45€,2017-09-13 01:50:10
54092-515,Roodel,Portugal,Aranhas,765.44€,2017-09-13 05:05:28
0268-1604,Teklist,Netherlands,Arnhem,136.57€,2017-09-13 05:31:43
0268-1604,Zooxo,United Kingdom,London,£98.7,2017-09-13 05:49:42
0268-1401,Thoughtmix,Portugal,Amadora	,1124.56€,2017-09-13 06:35:04
52343-025,Thoughtmix,Portugal,Amadora	,751.28€,2017-09-13 06:37:48
62670-4404,Riffpath,Greece,Heraklion,469.8€,2017-09-13 06:42:24
68233-011,Teklist,Netherlands,Arnhem,469.24€,2017-09-13 10:11:28
58118-5060,Chatterbridge,Spain,Barcelona,199.16€,2017-09-13 11:45:41
0268-1604,Thoughtmix,Portugal,Amadora	,146.11€,2017-09-13 15:51:24
55566-2100,Thoughtmix,Portugal,Amadora	,616.94€,2017-09-13 16:00:32
21695-931,Thoughtmix,Portugal,Amadora	,614.69€,2017-09-13 19:22:00
68084-595,Buzzbean,Germany,Düsseldorf,184.94€,2017-09-13 19:41:39
51346-145,Shufflebeat,Portugal,Porto,931.46€,2017-09-13 20:10:50
48951-4042,Brainsphere,Portugal,Braga,222.34€,2017-09-13 20:46:18
37205-992,Wordify,United States,New York,$1370.2,2017-09-13 22:48:00
37205-992,Zoonder,United States,Boston,$452.56,2017-09-13 23:52:42
0185-0373,Realpoint,Portugal,Lisbon,1007.22€,2017-09-14 00:22:56
16590-177,Shufflebeat,Portugal,Porto,686.9€,2017-09-14 00:47:53
54868-0823,Shufflebeat,Portugal,Porto,162.46€,2017-09-14 02:46:43
55700-014,Zooxo,United Kingdom,London,£554.7,2017-09-14 03:23:56
52125-136,Realpoint,Portugal,Lisbon,500.25€,2017-09-14 04:36:06
16590-177,Eimbee,France,Amiens,1756.72€,2017-09-14 05:39:47
13537-468,Zooxo,United Kingdom,London,£676.93,2017-09-14 06:14:07
51346-145,Twitterbeat,France,Annecy,913.42€,2017-09-14 07:55:03
55566-2100,Thoughtmix,Portugal,Amadora	,141.75€,2017-09-14 11:02:47
52125-444,Lajo,Greece,Thessaloniki,283.93€,2017-09-14 12:44:59
44946-1046,Twitterbeat,France,Annecy,421.5€,2017-09-14 13:15:23
68462-565,Brainsphere,Portugal,Braga,726.04€,2017-09-14 13:39:09
68084-172,Thoughtmix,Portugal,Amadora	,625.96€,2017-09-14 17:25:43
